Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:225000		MIM:600644			PVRL1	HP:0000007																			
MIM:225000		MIM:600644			PVRL1	HP:0000175		FMA:54549		PATO:0000403															
MIM:225000		MIM:600644			PVRL1	HP:0000204		FMA:59816		PATO:0000403															
MIM:225000		MIM:600644			PVRL1	HP:0000288				PATO:0000001									PATO:0000460						
MIM:225000		MIM:600644			PVRL1	HP:0000535		FMA:71098		PATO:0001609															
MIM:225000		MIM:600644			PVRL1	HP:0000598				PATO:0000001									PATO:0000460						
MIM:225000		MIM:600644			PVRL1	HP:0000653		FMA:70742		PATO:0001609															
MIM:225000		MIM:600644			PVRL1	HP:0000668																			
MIM:225000		MIM:600644			PVRL1	HP:0000674																			
MIM:225000		MIM:600644			PVRL1	HP:0000691																			
MIM:225000		MIM:600644			PVRL1	HP:0000972																			
MIM:225000		MIM:600644			PVRL1	HP:0002296																			
MIM:225000		MIM:600644			PVRL1	HP:0006935																			
MIM:225000		MIM:600644			PVRL1	HP:0007571																			
MIM:225000		MIM:600644			PVRL1	HP:0008403																			
MIM:225000		MIM:600644			PVRL1	HP:0010554																			
MIM:225000		MIM:600644			PVRL1	HP:0010555																			
