Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:601098		MIM:603795			LITAF	HP:0000006																			
MIM:601098		MIM:603795			LITAF	HP:0000760																			
MIM:601098		MIM:603795			LITAF	HP:0001265																			
MIM:601098		MIM:603795			LITAF	HP:0001425																			
MIM:601098		MIM:603795			LITAF	HP:0001761																			
MIM:601098		MIM:603795			LITAF	HP:0002934																			
MIM:601098		MIM:603795			LITAF	HP:0002935																			
MIM:601098		MIM:603795			LITAF	HP:0002936		FMA:30327		HP:0003474															
MIM:601098		MIM:603795			LITAF	HP:0003382																			
MIM:601098		MIM:603795			LITAF	HP:0003383																			
MIM:601098		MIM:603795			LITAF	HP:0003425																			
MIM:601098		MIM:603795			LITAF	HP:0003497		FMA:7182		HP:0002460															
MIM:601098		MIM:603795			LITAF	HP:0003578																			
MIM:601098		MIM:603795			LITAF	HP:0003693		_:distal_muscle		PATO:0001623															
MIM:601098		MIM:603795			LITAF	HP:0007107																			
