Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:603909		MIM:601762			CASP10	HP:0000006																			
MIM:603909		MIM:601762			CASP10	HP:0000100																			
MIM:603909		MIM:601762			CASP10	HP:0000123																			
MIM:603909		MIM:601762			CASP10	HP:0001025																			
MIM:603909		MIM:601762			CASP10	HP:0001744		FMA:7196		PATO:0000586															
MIM:603909		MIM:601762			CASP10	HP:0001880																			
MIM:603909		MIM:601762			CASP10	HP:0001890																			
MIM:603909		MIM:601762			CASP10	HP:0001891																			
MIM:603909		MIM:601762			CASP10	HP:0001904																			
MIM:603909		MIM:601762			CASP10	HP:0001973																			
MIM:603909		MIM:601762			CASP10	HP:0002240		FMA:7197		PATO:0000586															
MIM:603909		MIM:601762			CASP10	HP:0002729																			
MIM:603909		MIM:601762			CASP10	HP:0002730																			
MIM:603909		MIM:601762			CASP10	HP:0002731		GO:0070227		PATO:0001511															
MIM:603909		MIM:601762			CASP10	HP:0002845																			
MIM:603909		MIM:601762			CASP10	HP:0002851																			
MIM:603909		MIM:601762			CASP10	HP:0002853																			
MIM:603909		MIM:601762			CASP10	HP:0002923																			
MIM:603909		MIM:601762			CASP10	HP:0002972																			
MIM:603909		MIM:601762			CASP10	HP:0003237																			
MIM:603909		MIM:601762			CASP10	HP:0003261				PATO:0001162		FMA:62874													
MIM:603909		MIM:601762			CASP10	HP:0003262																			
MIM:603909		MIM:601762			CASP10	HP:0003453																			
MIM:603909		MIM:601762			CASP10	HP:0003454																			
MIM:603909		MIM:601762			CASP10	HP:0003493																			
MIM:603909		MIM:601762			CASP10	HP:0003496																			
MIM:603909		MIM:601762			CASP10	HP:0003539																			
MIM:603909		MIM:601762			CASP10	HP:0003583																			
MIM:603909		MIM:601762			CASP10	HP:0003613																			
MIM:603909		MIM:601762			CASP10	HP:0005404																			
