Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0000007	Autosomal recessive inheritance			TAS	TAS							OMIM:264350	probinson	17.02.2009	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0000127	Renal salt wasting			TAS	TAS							OMIM:264350	probinson	17.02.2009	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0002013	Vomiting			TAS	TAS							OMIM:264350	probinson	17.02.2009	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0002022	Feeding difficulties			TAS	TAS							OMIM:264350	probinson	17.02.2009	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0002153	Hyperkalemia			TAS	TAS							OMIM:264350	probinson	17.02.2009	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0002902	Hyponatremia			TAS	TAS							OMIM:264350	probinson	17.02.2009	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0008242	Pseudohypoaldosteronism			TAS	TAS							OMIM:264350	probinson	17.02.2009	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0000859	Hyperaldosteronism			TAS	TAS							OMIM:264350	probinson	06.02.2011	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0001508	Failure to thrive			TAS	TAS							OMIM:264350	probinson	22.07.2012	
MIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE				SCNN1A, SCNN1B, SCNN1G	HP:0001942	Metabolic acidosis			TAS	TAS							OMIM:264350	probinson	22.07.2012	
