Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0000007	Autosomal recessive inheritance			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0010871	Sensory ataxia			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0001251	Ataxia			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0003568	Decreased glucosephosphate isomerase activity			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0000952	Jaundice			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0001324	Muscle weakness			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0001081	Cholelithiasis			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0001744	Splenomegaly			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0001082	Cholecystitis			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0001930	Nonspherocytic hemolytic anemia			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0005525	Spontaneous hemolytic crises			TAS	TAS							MIM:613470	probinson	17.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0011981	Pigment gallstones			TAS	TAS							MIM:613470	probinson	18.07.2012	
MIM:613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE					HP:0011993	Impaired neutrophil bactericidal activity			PCS	PCS							pmid:4076245	probinson	19.07.2012	
