Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000276	Long face			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000316	Hypertelorism			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000343	Long philtrum			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000347	Micrognathia			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000369	Low-set ears			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000394	Lop ear			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000444	Beaked nose			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000494	Downslanted palpebral fissures			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000545	Myopia			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000665	Abnormality of lens position			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000678	Dental crowding			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0000685	Hypoplasia of teeth			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0001256	Intellectual disability, mild			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0001274	Agenesis of corpus callosum			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0001659	Aortic regurgitation			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0001724	Aortic dilatation			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0001762	Talipes equinovarus			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0001763	Pes planus			IEA	IEA							OMIM:218340	HPO	17.02.2009
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0001885	Brachydactyly (2nd-5th toes)			IEA	IEA							OMIM:218340	SKOEHLER	18.06.2010
OMIM:218340	CRANIOFACIAL DYSMORPHISM WITH OCULAR COLOBOMA, ABSENT CORPUS CALLOSUM,AND AORTIC DILATATION					HP:0002007	Frontal bossing			IEA	IEA							OMIM:218340	HPO	17.02.2009
