Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0001251	Ataxia			ITM	ITM							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0001260	Dysarthria			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0001310	Dysmetria			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0001347	Hyperreflexia			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0001419	X-linked recessive inheritance			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0001939	Abnormality of metabolism/homeostasis			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0002075	Dysdiadochokinesis			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0002080	Intention tremor			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0002169	Clonus			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0002470	Cerebellar ataxia, nonprogressive			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0003487	Babinski sign			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0003621	Juvenile onset			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0004840	hypochromic, microcytic anemia			IEA	IEA							OMIM:301310	HPO	2009.02.17
OMIM:301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA					HP:0007263	Spinocerebellar atrophy			ITM	ITM							OMIM:301310	HPO	2009.02.17
