Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0000020	Urinary incontinence			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0000648	Optic atrophy			IEA	IEA							OMIM:270800	SKOEHLER	2010.06.20
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0001258	Spastic paraplegia			ITM	ITM							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0001260	Dysarthria			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0001317	Abnormality of the cerebellum			IEA	IEA	rare						OMIM:270800	SKOEHLER	2010.06.20
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0001347	Hyperreflexia			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0001761	Pes cavus			IEA	IEA	rare						OMIM:270800	SKOEHLER	2010.06.20
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0002061	Lower limb spasticity			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0002064	Spastic gait			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0002166	Decreased vibratory sense in the lower limbs			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0003487	Babinski sign			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0003674	Onset			ITM	ITM							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0003676	Progressive disorder			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0007340	Lower limb muscle weakness			IEA	IEA							OMIM:270800	HPO	2009.02.17
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE					HP:0010550	Paraplegia			IEA	IEA							OMIM:270800	SKOEHLER	2010.06.20
