Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0000012	Urinary urgency			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0000020	Urinary incontinence			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0001258	Spastic paraplegia			ITM	ITM							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0001347	Hyperreflexia			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0001761	Pes cavus			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0002061	Lower limb spasticity			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0002064	Spastic gait			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0002166	Decreased vibratory sense in the lower limbs			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0002314	Degeneration of the lateral corticospinal tracts			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0002839	Urinary bladder sphincter dysfunction			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0003487	Babinski sign			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0003581	Adult onset			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0003587	Insidious onset			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0003676	Progressive disorder			IEA	IEA							OMIM:603563	HPO	17.02.2009
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT					HP:0007340	Lower limb muscle weakness			IEA	IEA							OMIM:603563	HPO	17.02.2009
