Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000047	Hypospadias			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000160	Narrow mouth			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000243	Trigonocephaly			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000272	Malar hypoplasia			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000286	Epicanthus			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000308	Microretrognathia			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000377	Abnormality of the pinna			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0000767	Pectus excavatum			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0001059	Pterygia			ITM	ITM							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0001249	Intellectual disability			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0001250	Seizures			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0001547	Abnormality of the morphology or size of the rib cage			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0001762	Talipes equinovarus			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0001939	Abnormality of metabolism/homeostasis			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0002007	Frontal bossing			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0002079	Hypoplasia of the corpus callosum			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0002536	Abnormal cortical gyration			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0002557	Hypoplastic nipples			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0003241	Genital hypoplasia			IEA	IEA							OMIM:177980	HPO	2009.02.17
OMIM:177980	PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES					HP:0004322	Short stature			IEA	IEA							OMIM:177980	HPO	2009.02.17
