Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0000007	Autosomal recessive inheritance			TAS	TAS							OMIM:255700	HPO	Feb 17, 2009	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0001324	Muscle weakness			IEA	IEA	75%					Transient	OMIM:255700	SKOEHLER	Jun 20, 2010	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0002015	Dysphagia			TAS	TAS							OMIM:255700	probinson	Jun 18, 2010	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0003730	EMG: myotonic runs			IEA	IEA							OMIM:255700	HPO	Feb 17, 2009	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0010548	Percussion myotonia			PCS	PCS	26/27						pmid:18337100	probinson	Jun 18, 2010	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0003552	Muscle stiffness			PCS	PCS	25/27						pmid:18337100	probinson	Apr 27, 2012	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0002486	Myotonia			PCS	PCS							OMIM:255700	probinson	Apr 27, 2012	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0003740	Myotonia improves with continued activity ('warm-up phenomenon')			PCS	PCS	27/27						OMIM:255700	probinson	Apr 27, 2012	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0011463	Childhood onset			PCS	PCS							OMIM:255700	probinson	Apr 27, 2012	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0003326	Myalgia			PCS	PCS	11/27						OMIM:255700	probinson	Apr 27, 2012	
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE					HP:0003712	Muscle hypertrophy			PCS	PCS	15/27						OMIM:255700	probinson	Apr 27, 2012	
