Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0000007	Autosomal recessive inheritance			IEA	IEA									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0000101	Chronic renal failure			ITM	ITM									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0000939	Osteoporosis			IEA	IEA									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0000973	Cutis laxa			IEA	IEA									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0001252	Muscular hypotonia			IEA	IEA									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0001259	Coma			ITM	ITM									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0001324	Muscle weakness			IEA	IEA									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0001508	Failure to thrive			IEA	IEA									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0001733	Pancreatitis			IEA	IEA									17.02.2009
MIM:222700	LYSINURIC PROTEIN INTOLERANCE	MIM:603593	SOLUTE CARRIER FAMILY 7 (CATIONIC AMINO ACID TRANSPORTER, y+ SYSTEM),		SLC7A7	HP:0001744	Splenomegaly			IEA	IEA									17.02.2009
