Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0000006	Autosomal dominant inheritance			TAS	TAS							MIM:194072	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0000028	Cryptorchidism			TAS	TAS	typical						MIM:194072; HPO:sdoelken	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0000047	Hypospadias			TAS	TAS	typical						MIM:194072; HPO:sdoelken	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13	WT1	HP:0000083	Renal failure	HP:0003627	Onset in early adulthood	PCS	PCS	10/46						PMID:10945603	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0000130	Abnormality of the uterus			TAS	TAS	occasional						http://decipher.sanger.ac.uk/syndrome/35; HPO:sdoelken	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13	PAX6	HP:0000526	Aniridia			TAS	TAS	hallmark						MIM:194072; HPO:sdoelken	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0001249	Mental retardation			TAS	TAS	typical						MIM:194072; HPO:sdoelken	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0001513	Obesity			TAS	TAS	occasional						http://decipher.sanger.ac.uk/syndrome/35; HPO:sdoelken	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13	WT1	HP:0002667	Nephroblastoma (Wilms tumor)			TAS	TAS	typical						MIM:194072; HPO:sdoelken	HPO	17.02.2009
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13	WT1	HP:0000112	Nephropathy	HP:0003627	Onset in early adulthood	TAS	TAS	40%						http://decipher.sanger.ac.uk/syndrome/35	HPO	02.12.2010
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0000142	Abnormalities of the vagina			TAS	TAS	frequent						http://decipher.sanger.ac.uk/syndrome/35; HPO:sdoelken	HPO	02.12.2010
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0010464	Streak ovary			TAS	TAS	frequent						http://decipher.sanger.ac.uk/syndrome/35; HPO:sdoelken	HPO	02.12.2010
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13		HP:0000150	Gonadoblastoma			TAS	TAS	occasional						http://decipher.sanger.ac.uk/syndrome/35; HPO:sdoelken	HPO	02.12.2010
MIM:194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME CHROMOSOME 11p13 DELETION SYNDROME			del11p13	BDNF	HP:0001513	Obesity			TAS	TAS	occasional						MIM:194072; HPO:sdoelken	HPO	02.12.2010
